Redshift	Hubble0	OmegaM	OmegaB	SpectralIndex	Sigma8
0	67.74	0.3089	0.0486	0.9667	0.8159
Wavenumber(k)	Pk
0.0002013218852037154	849.4729425502182
0.0002019720476916608	852.1195611368561
0.00020262430985823926	854.7743925311818
0.0002032786784842947	857.437461945235
0.0002039351603725696	860.1087946670168
0.00020459376234777566	862.7884160464994
0.0002052544912566647	865.4763514709211
0.00020591735396809994	868.1726263968959
0.00020658235737312745	870.8772663571965
0.00020724950838504764	873.5902969609542
0.00020791881393948715	876.3117438938899
0.00020859028099447105	879.0416329185207
0.00020926391653049517	881.7799898744047
0.0002099397275505986	884.5268406783501
0.0002106177210804364	887.2822113246223
0.00021129790416835292	890.046127885205
0.0002119802838854549	892.8186165099728
0.0002126648673256848	895.5997034269845
0.00021335166160589499	898.38941494263
0.0002140406738659213	901.1877774419194
0.00021473191126865753	903.994817388676
0.0002154253810001297	906.8105613257757
0.0002161210902695711	909.6350358753579
0.00021681904630949664	912.4682677390921
0.00021751925637577874	915.3102836983569
0.00021822172774772222	918.161110614516
0.00021892646772814033	921.0207754290972
0.00021963348364343035	923.8893051640827
0.0002203427828436501	926.7667269220959
0.00022105437270259398	929.6530678866493
0.00022176826061787007	932.5483553223736
0.0002224844540109765	935.4526165752548
0.0002232029603273791	938.3658790728716
0.00022392378703658844	941.288170324619
0.00022464694163223782	944.219517921945
0.00022537243163216078	947.1599495380353
0.00022610026457846961	950.1094929054758
0.0002268304480376335	953.0681758083738
0.00022756298960055737	956.0360261110201
0.00022829789688266075	959.0130717602106
0.00022903517752395684	961.9993407855281
0.00022977483918913203	964.994861299529
0.00023051688956762556	967.9996614980053
0.0002312613363737096	971.0137696602277
0.0002320081873465691	974.037214149149
0.0002327574502503826	977.0700234116736
0.0002335091328744028	980.1122259788768
0.00023426324303303737	983.1638504662484
0.00023501978856593062	986.2249255739248
0.0002357787773380445	989.2954800869346
0.00023654021723974074	992.37554287545
0.00023730411618686276	995.4651428949894
0.00023807048212081777	998.564309186708
0.00023883932300865966	1001.6730708775934
0.00023961064684317157	1004.7914571807497
0.0002403844616429492	1007.9194973955948
0.00024116077545248378	1011.0572209081573
0.0002419395963422463	1014.2046571912676
0.0002427209324087709	1017.361835804837
0.00024350479177473905	1020.5287863960943
0.0002442911825890645	1023.7055386998368
0.0002450801130269775	1026.8921225386518
0.00024587159129010975	1030.0885678232064
0.00024666562560658013	1033.2949045524597
0.00024746222423107994	1036.511162813919
0.0002482613954449585	1039.7373727839108
0.0002490631475563097	1042.973564725468
0.0002498674889000581	1046.219768962014
0.0002506744278380456	1049.4760158866866
0.00025148397275911847	1052.7423359813993
0.00025229613207921426	1056.0187598175044
0.0002531109142414498	1059.3053180560134
0.00025392832771620855	1062.6020414478437
0.00025474838100122884	1065.9089608340757
0.0002555710826216921	1069.226107146212
0.00025639644113031163	1072.5535114064164
0.00025722446510742145	1075.8912047277595
0.0002580551631610654	1079.2392183144834
0.00025888854392708683	1082.5975834622411
0.00025972461606921823	1085.966331558379
0.0002605633882791712	1089.3454940821653
0.0002614048692767271	1092.7351026050299
0.00026224906780982757	1096.1351887908638
0.0002630959926546653	1099.5457843962338
0.00026394565261577546	1102.9669212706754
0.00026479805652612727	1106.3986313569037
0.0002656532132472156	1109.840946691126
0.00026651113166915327	1113.2938994032618
0.00026737182071076354	1116.7575217172127
0.00026823528931967257	1120.2318459511287
0.00026910154647240265	1123.7169045176522
0.00026997060117446553	1127.212729924196
0.00027084246246045587	1130.719354773203
0.0002717171393941452	1134.236811762396
0.0002725946410685764	1137.7651336850577
0.0002734749766061578	1141.3043534302874
0.00027435815515875855	1144.8545039832593
0.00027524418590780316	1148.4156184130225
0.0002761330780643675	1151.9877298199162
0.000277024840869274	1155.570871378917
0.00027791948359318845	1159.1650763608986
0.00027881701553671563	1162.770378132903
0.0002797174460304964	1166.3868101583898
0.0002806207844353046	1170.014405997511
0.0002815270401421446	1173.653199307346
0.00028243622257234836	1177.3032238421836
0.00028334834117767395	1180.9645134537848
0.00028426340544040357	1184.6371020916322
0.00028518142487344206	1188.3210238031904
0.000286102409020416	1192.0163127341875
0.0002870263674557727	1195.7230031288557
0.0002879533097848798	1199.4411293302219
0.0002888832456441253	1203.1707257803441
0.00028981618470101753	1206.9118270206022
0.00029075213665428573	1210.6644676919611
0.0002916911112339809	1214.428682535206
0.00029263311820157677	1218.2045063912503
0.00029357816735007164	1221.9919742013997
0.00029452626850408987	1225.7911210075938
0.0002954774315199841	1229.6019819526846
0.000296431666285938	1233.4245922807302
0.0002973889827220683	1237.25898733725
0.00029834939078052887	1241.1052025694758
0.0002993129004456136	1244.9632735266669
0.0003002795217338603	1248.8332358603363
0.0003012492646941549	1252.7151253245688
0.0003022221394078358	1256.6089777762481
0.0003031981559887989	1260.514829175354
0.00030417732458360244	1264.4327155722276
0.0003051596553715728	1268.3626730893752
0.0003061451585649101	1272.3047379480622
0.0003071338444087943	1276.2589464731032
0.000308125723181492	1280.2253350932187
0.0003091208051944631	1284.2039403412261
0.000310119100792468	1288.1947988543798
0.0003111206203536751	1292.1979473746062
0.0003121253742897689	1296.2134227488027
0.00031313337304605796	1300.24126192909
0.00031414462710158375	1304.2815019731268
0.00031515914696922945	1308.3341800443395
0.00031617694319582905	1312.3993334122267
0.0003171980263622774	1316.476999452662
0.00031822240708364	1320.5672156481164
0.00031925009600926335	1324.670019587987
0.0003202811038228855	1328.7854489688557
0.0003213154412427476	1332.9135415947756
0.00032235311902170476	1337.0543353775518
0.0003233941479473381	1341.2078683370103
0.00032443853884206697	1345.3741786013436
0.00032548630256326144	1349.5533044072745
0.0003265374500033549	1353.7452841004701
0.00032759199208995756	1357.9501561357558
0.0003286499397859702	1362.1679590773947
0.0003297113040896977	1366.3987315994236
0.0003307760960349637	1370.6425124858765
0.0003318443266912251	1374.8993406311415
0.00033291600716368744	1379.1692550401926
0.00033399114859342	1383.4522948289084
0.00033506976215747197	1387.7484992217126
0.00033615185906898823	1392.0579074692687
0.00033723745057732626	1396.3805588313378
0.00033832654796817297	1400.7164926714347
0.00033941916256366217	1405.06574846296
0.0003405153057224917	1409.4283657894905
0.0003416149888400425	1413.8043843450596
0.0003427182233484961	1418.193843934412
0.0003438250207169541	1422.5967844732925
0.0003449353924515572	1427.0132459887268
0.0003460493500956046	1431.4432686192813
0.0003471669052296745	1435.8868926153614
0.000348288069471744	1440.3441583394763
0.00034941285447731015	1444.8151062665088
0.00035054127193951095	1449.2997769840122
0.0003516733335892472	1453.7982111925012
0.00035280905119530417	1458.3104497056868
0.0003539484365644739	1462.8365334507948
0.00035509150154167834	1467.376503468843
0.000356238258010092	1471.930400914904
0.0003573887178912659	1476.498267058413
0.0003585428931452512	1481.080143283429
0.0003597007957707237	1485.67607108893
0.00036086243780510845	1490.2860920890917
0.0003620278313247052	1494.9102480135757
0.00036319698844481345	1499.5485807078114
0.0003643699213198588	1504.2011321332895
0.0003655466421435193	1508.867944367831
0.00036672716314885176	1513.5490596059003
0.00036791149660841943	1518.2445201588557
0.0003690996548344195	1522.9543684552812
0.0003702916501788109	1527.6786470353516
0.0003714874950334427	1532.4173984950298
0.00037268720183018344	1537.1706655102812
0.0003738907830410494	1541.938490873609
0.0003750982511783353	1546.720917494863
0.0003763096187947437	1551.517988401487
0.00037752489848351574	1556.3297467388059
0.000378744102878562	1561.156235770318
0.00037996724465459404	1565.9974988779788
0.0003811943365272556	1570.85357956247
0.0003824253912532556	1575.7245214434836
0.00038366042163049996	1580.6103682600256
0.0003848994404982254	1585.5111638706846
0.00038614246073713233	1590.4269522539253
0.00038738949526951895	1595.3577775083625
0.0003886405570594156	1600.303683853037
0.00038989565911271966	1605.264715627751
0.0003911548144773305	1610.2409172933078
0.0003924180362432854	1615.2323334317991
0.00039368533754289523	1620.239008746934
0.0003949567315508815	1625.2609880642633
0.000396232231484513	1630.2983163315678
0.00039751185060374306	1635.351038619018
0.00039879560221134787	1640.4192001195884
0.00040008349965306444	1645.5028461492423
0.0004013755563177291	1650.6020221473095
0.0004026717856374175	1655.7167736767265
0.0004039722010875834	1660.8471464243446
0.0004052768161871991	1665.9931862012177
0.00040658564449889625	1671.1549389428926
0.0004078986996291062	1676.3324507097136
0.0004092159952282021	1681.5257676587569
0.00041053754499064044	1686.7349359420066
0.00041186336265510354	1691.9600017978973
0.00041319346200464235	1697.2010115883982
0.0004145278568668197	1702.4580117992678
0.00041586656111385425	1707.7310490403308
0.00041720958866276413	1713.0201700458242
0.00041855695347551257	1718.3254216745581
0.000419908669559152	1723.6468509103004
0.00042126475096597053	1728.9845048620157
0.0004226252117936375	1734.3384307641204
0.00042399006618535034	1739.7086759768104
0.00042535932832998136	1745.0952879862878
0.00042673301246222537	1750.4983144051253
0.0004281111328627478	1755.917802972428
0.00042949370385833276	1761.3538015542151
0.0004308807398220327	1766.806358143687
0.00043227225517331687	1772.2755208614426
0.00043366826437822196	1777.761337955834
0.00043506878194950237	1783.263857803215
0.0004364738224467808	1788.7831289082244
0.0004378834004766998	1794.3191999041112
0.0004392975306930736	1799.8721195529388
0.00044071622779704074	1805.4419367459484
0.0004421395065372158	1811.0287005037899
0.00044356738170984447	1816.6324599768495
0.0004449998681589559	1822.2532644454873
0.0004464369807765177	1827.8911633203772
0.0004478787345025907	1833.5462061427504
0.0004493251443254839	1839.218442584701
0.00045077622528191076	1844.9079224490617
0.00045223199245714537	1850.614695599457
0.00045369246098517907	1856.338811879321
0.00045515764604887795	1862.0803212419078
0.00045662756288014075	1867.8392737697552
0.00045810222676005713	1873.6157196749298
0.00045958165301906653	1879.4097092993359
0.00046106585703711736	1885.221293114978
0.0004625548542438273	1891.0505217241503
0.0004640486601186435	1896.8974458598252
0.00046554729019100325	1902.7621163858214
0.000467050760040496	1908.6445842971257
0.0004685590852970245	1914.544900720122
0.0004700722816409683	1920.4631169129136
0.0004715903648033458	1926.3992842655389
0.0004731133505659784	1932.3534543002602
0.00047464125476165436	1938.3256786718307
0.00047617409327429345	1944.3160091677696
0.00047771188203911185	1950.3244977086151
0.0004792546370427884	1956.3511963482283
0.00048080237432363	1962.3961572740006
0.00048235510997173887	1968.4594328071996
0.0004839128601291798	1974.5410754031739
0.00048547564099014776	1980.6411376516578
0.0004870434688011363	1986.7596722770477
0.0004886163598611066	1992.8967321386426
0.0004901943305216568	1999.052370230918
0.0004917773971871919	2005.2266396838393
0.0004933655763150944	2011.419593763109
0.0004949588844158954	2017.6312858703732
0.0004965573380534466	2023.8617695436203
0.0004981609538450913	2030.1110984534155
0.0004997697484618386	2036.3793263056916
0.000501383738628536	2042.666506834252
0.0005030029411240434	2048.97269390242
0.000504627372781407	2055.2979415083832
0.0005062570504880355	2061.6423037855284
0.0005078919911858743	2068.005835002612
0.0005095322118715826	2074.388589564093
0.0005111777295967099	2080.7906220103146
0.0005128285614678728	2087.21198701781
0.0005144847246469332	2093.652739399515
0.0005161462363511767	2100.1129341050505
0.0005178131138534917	2106.592626220947
0.0005194853744825489	2113.091870970928
0.000521163035622981	2119.610723716138
0.0005228461147155642	2126.149239955413
0.0005245346292573989	2132.707475325508
0.0005262285968020919	2139.2854856013732
0.0005279280349599387	2145.883326696417
0.0005296329613981069	2152.501054662708
0.0005313433938408194	2159.1387256912935
0.000533059350069539	2165.796396112389
0.0005347808479231531	2172.4741223956935
0.0005365079052981595	2179.1719611505787
0.0005382405401488517	2185.8899691264223
0.0005399787704875064	2192.62820321276
0.0005417226143845699	2199.386720439619
