qmin=3.565e-06,qmax=10.0
k 	 pk  
4.8755	1.1734281724792615
4.9457	1.1237092552392507
5.0168	1.0758147142864865
5.089	1.0297876864083617
5.1622	0.9854711089456596
5.2365	0.9427664768471696
5.3119	0.9018136302326916
5.3883	0.8623069310461063
5.4658	0.8243754459657614
5.5445	0.7879227187637681
5.6242	0.7528802711641653
5.7052	0.7191308439190292
5.7872	0.6867387505319267
5.8705	0.6556099049871922
5.955	0.6256982986295302
6.0407	0.5969643465158256
6.1276	0.5693755592102798
6.2157	0.5428858265912471
6.3052	0.5174433121521812
6.3959	0.49303014936826783
6.4879	0.4696085073127701
6.5813	0.4471285349449826
6.676	0.4255661328826238
6.772	0.4048910648488592
6.8694	0.3850680091700577
6.9683	0.36606879319701197
7.0686	0.3478575181929895
7.1702	0.3304164578746819
7.2734	0.31370891098359593
7.3781	0.29771202226618104
7.4842	0.2824026139020521
7.5919	0.2677450725370776
7.7012	0.2537299113294235
7.812	0.24032356843414004
7.9244	0.22751260138378737
8.0384	0.2152712898093849
8.154	0.20357446781803923
8.2714	0.19240633288551703
8.3904	0.18174400543156755
8.5111	0.17157035628442183
8.6335	0.1618714443690112
8.7578	0.1526232274097042
8.8838	0.1438086062501853
9.0116	0.13541627734071715
9.1413	0.12742626248549352
9.2728	0.11982383681542376
9.4062	0.1125900083558276
9.5415	0.10572070806428831
9.6788	0.09919345062434615
9.8181	0.0929926432381943
9.9594	0.08711057266261728
10.103	0.08153062287718939
10.248	0.07625253331084426
10.395	0.07125475299372198
10.545	0.06651223819007293
10.697	0.0620296580635466
10.851	0.057799298024388275
11.007	0.05380428153359592
11.165	0.05003738190857487
11.326	0.046480648424377144
11.489	0.04313290763394149
11.654	0.03998693909757633
11.822	0.037021689515070226
11.992	0.03424011599235733
12.164	0.03163516340396072
12.339	0.029188132238931477
12.517	0.026891720051870294
12.697	0.024749082778372507
12.88	0.0227437114148817
13.065	0.020875962737504743
13.253	0.019132662115071565
13.444	0.017508798300708568
13.637	0.016000519066604508
13.833	0.014600346337811819
14.032	0.013300720389770428
14.234	0.012096590423907138
14.439	0.010982844628966105
14.647	0.009954361529764578
14.858	0.009006166963036966
15.071	0.008135997542779218
15.288	0.007334256791150714
15.508	0.006598986811701283
15.731	0.005926007825882339
15.958	0.00530950022263522
16.187	0.004749121838806875
16.42	0.00423773911086077
16.656	0.0037735765249981377
16.896	0.003351859043197698
17.139	0.0029707861694578414
17.386	0.0026262320416794056
17.636	0.0023162702895828057
17.89	0.0020374560297939897
18.147	0.0017878962666471052
18.408	0.001564503891230796
18.673	0.0013650840561999756
18.942	0.0011876182994388462
19.214	0.0010305087313658464
19.491	0.0008911213523667509
19.771	0.0007684775155346168
20.056	0.0006603542110062947
20.344	0.0005658058862332418
20.637	0.0004829975128198485
20.934	0.00041090297438497667
21.235	0.0003483506479387176
21.541	0.0002941592541373948
21.851	0.00024748825986643596
22.165	0.00020745490181677516
22.484	0.00017316325842952978
22.807	0.00014397904267330727
23.136	0.00011913127119360263
23.468	9.822060470867149e-05
23.806	8.056980396135624e-05
24.149	6.578050035633176e-05
24.496	5.347249547569526e-05
24.849	4.32342582040914e-05
25.206	3.4798109740187045e-05
25.569	2.7852010629223786e-05
25.937	2.2174628545107765e-05
26.31	1.7561187460170915e-05
26.688	1.3830967462760721e-05
27.072	1.0827212060693893e-05
27.462	8.42285945979332e-06
27.857	6.514166184106891e-06
28.258	5.005098699571389e-06
28.664	3.822358053771619e-06
29.077	2.8976911894430964e-06
29.495	2.182755840218728e-06
29.92	1.6315766389849038e-06
30.35	1.2115277743886542e-06
30.787	8.923703275218912e-07
31.23	6.523714279439729e-07
31.679	4.7321927775451585e-07
32.135	3.4034662627645296e-07
32.597	2.4282270154339795e-07
33.066	1.7170399800260217e-07
33.542	1.2031249656381117e-07
34.025	8.352165963090446e-08
34.514	5.747219286175808e-08
35.011	3.913827590708156e-08
35.515	2.639002565364687e-08
36.025	1.762728481356426e-08
36.544	1.1636127153812349e-08
37.07	7.600329424592555e-09
37.603	4.910907777183057e-09
38.144	3.1359382881515345e-09
38.693	1.9785277476605193e-09
39.25	1.2329970593886932e-09
39.814	7.59381694182968e-10
40.387	4.6135443754713227e-10
40.968	2.766364756002685e-10
41.558	1.63529232370577e-10
42.156	9.534986539522386e-11
42.762	5.4823479205387314e-11
43.377	3.104709583522117e-11
44.002	1.7297071946253617e-11
44.635	9.493154072283028e-12
45.277	5.126656935986558e-12
45.928	2.723252403935952e-12
46.589	1.4210042721055815e-12
47.26	7.281306412100976e-13
47.94	3.665638284704318e-13
48.629	1.8124632890297355e-13
49.329	8.781116019391114e-14
50.039	4.1708457172593786e-14
50.759	1.9413563864534027e-14
51.489	8.85119626900045e-15
52.23	3.947124592225781e-15
52.981	1.722535991046428e-15
53.744	7.337699804091853e-16
54.517	3.0560257697000533e-16
55.301	1.2424717868429953e-16
56.097	4.9227484322924756e-17
56.904	1.9019116130147014e-17
57.723	7.153004592888911e-18
58.554	2.6172835737673376e-18
59.396	9.322613960965584e-19
60.251	3.223038076374325e-19
61.117	1.0833924415765392e-19
61.997	3.5258226656290875e-20
62.889	1.1128519796048515e-20
63.794	3.400237266549605e-21
64.712	1.0049441327183112e-21
65.643	2.87111095998167e-22
66.587	7.922929781729743e-23
67.545	2.1076538143103658e-23
68.517	5.3997521068519654e-24
69.503	1.3313070589832897e-24
70.503	3.1563066636496697e-25
71.517	7.188983367339921e-26
72.546	1.5696606055572477e-26
73.59	3.281735791958433e-27
74.649	6.565342768737536e-28
75.723	1.2553280276567108e-28
76.813	2.2886234005037694e-29
77.918	3.9802801643958804e-30
79.039	6.586500919466195e-31
80.176	1.0359338721396454e-31
81.33	1.5444219738847446e-32
82.5	2.1835719300395167e-33
83.687	2.9195113160067137e-34
84.891	3.6869831690440895e-35
86.113	4.3850831920225344e-36
87.352	4.913664648879748e-37
88.608	5.180985014733208e-38
89.883	5.115330486921436e-39
91.177	4.7224112431944495e-40
92.488	4.0855117421639635e-41
93.819	3.289276627134188e-42
95.169	2.465211388972368e-43
96.538	1.7172484128507138e-44
97.927	1.1079450169032673e-45
99.336	6.609766865734848e-47
100.77	3.603432353633434e-48
